LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,YearApproved,Lender,Lender 1,Lender_clean,Lender 2,CD
12400,LAHAINA,HI,96761,448310,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
35000,WAIANAE,HI,96792,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,11,04/11/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
10453,HONOLULU,HI,96813,445210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,05/13/2020,2020,Intuit Financing Inc.,Intuit Financing Inc,,,HI-01
11570,KANEOHE,HI,96744,445110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
29775,KIHEI,HI,96753,236115,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,06/18/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
13657.5,HAIKU,HI,96708,325611,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
72700,HONOLULU,HI,96816,531190,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
61192,HONOLULU,HI,96817,811121,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
4400,HONOLULU,HI,96817,561510,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
20900,HONOLULU,HI,96814,531210,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,0,05/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
87725,HALEIWA,HI,96712,531210,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/14/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
12712,HONOLULU,HI,96819,453110,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,2020-06-29,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
20800,KAPOLEI,HI,96707,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/02/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
99392,KANEOHE,HI,96744,111219,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,05/04/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
52000,HONOLULU,HI,96826,453210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
11250,HONOLULU,HI,96818,236118,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
22900,HONOLULU,HI,96826,999990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
21100,HONOLULU,HI,96814,531210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
3310,KAILUA KONA,HI,96740,721199,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/21/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
2677.5,KIHEI,HI,96753,621399,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/16/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
20800,HONOLULU,HI,96814,488999,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
18500,HONOLULU,HI,96815,423940,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,1,04/28/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
16625.62,HONOLULU,HI,96816,454390,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,07/30/2020,2020,Cross River Bank,Cross River Bank,,,HI-01
16875,HONOLULU,HI,96816,448190,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
7300,KAPAA,HI,96746,531110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
21100,HONOLULU,HI,96813,541199,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20833,HONOLULU,HI,96814,531210,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,05/16/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
15965,KALAHEO,HI,96741,238350,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/10/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
14500,HONOLULU,HI,96816,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/02/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
84500,HILO,HI,96720,541940,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,15,04/11/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
17655,MAKAWAO,HI,96768,541310,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,06/02/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
17800,HAIKU,HI,96708,811111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
101610,HONOLULU,HI,96813,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
27500,LIHUE,HI,96766,531311,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,2,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
130800,WAIPAHU,HI,96797,424490,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,23,04/06/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
4300,HONOLULU,HI,96813,624410,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
43505,EWA BEACH,HI,96706,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
6486,KULA,HI,96790,711130,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,07/23/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-02
31300,KAPOLEI,HI,96707,713940,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
98685,HONOLULU,HI,96819,423330,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,13,2020-05-18,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
9207,HONOLULU,HI,96817,445210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,07/28/2020,2020,Intuit Financing Inc.,Intuit Financing Inc,,,HI-01
20800,HONOLULU,HI,96817,621112,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
9479,KAPOLEI,HI,96707,541512,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,08/06/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-02
76400,KAHULUI,HI,96732,238210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
60000,HONOLULU,HI,96813,531320,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/11/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
25000,KAILUA KONA,HI,96734,524210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
72697,HILO,HI,96720,562111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,05/01/2020,2020,CU Hawaii FCU,CU Hawaii FCU,,,HI-02
25121,HONOLULU,HI,96813,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
45000,HONOLULU,HI,96819,722513,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,7,04/28/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
125392.5,HONOLULU,HI,96814,621210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
12500,HONOLULU,HI,96816,238220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
31800,KANEOHE,HI,96744,311919,LIMITED LIABILITY COMPANY(LLC),,ASIAN,MALE OWNED,Non-Veteran,3,04/04/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
25000,KULA,HI,96790,531311,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
20833,HONOLULU,HI,96819,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/26/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20038.75,HONOLULU,HI,96825,611699,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Unanswered,1,04/28/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
15000,KAPOLEI,HI,96707,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
17100,HONOLULU,HI,96816,922130,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
52320,HONOLULU,HI,96815,561510,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
26000,HONOLULU,HI,96813,524210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
5700,HONOLULU,HI,96816,424990,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
37862.5,WAIKOLOA,HI,96738,813312,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,4,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
12500,MILILANI,HI,96789,722320,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/26/2020,2020,MBE Capital Partners,MBE Capital Partners,,,HI-01
9400,HONOLULU,HI,96813,621399,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/16/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
14928.8,KAILUA KONA,HI,96745,423320,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,08/07/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-02
110000,KEALAKEKUA,HI,96750,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,23,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
18000,WAIPAHU,HI,96797,424320,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/11/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
20833,HONOLULU,HI,96825,541519,SELF-EMPLOYED INDIVIDUALS,,HISPANIC,MALE OWNED,Non-Veteran,1,08/04/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
17620,WAIKOLOA,HI,96738,561720,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
17685,HONOLULU,HI,96826,453998,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,3,05/26/2020,2020,Cross River Bank,Cross River Bank,,,HI-01
20830,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
38400,HONOLULU,HI,96819,811198,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
10600,HONOLULU,HI,96815,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,05/09/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
31200,HONOLULU,HI,96826,424940,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
2450,HONOLULU,HI,96813,722513,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,06/16/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
40020,KIHEI,HI,96753,813990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
27565,KAHULUI,HI,96732,811111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/02/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
3500,KAILUA KONA,HI,96740,238220,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,05/02/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
72500,HONOLULU,HI,96817,425120,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,14,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
16900,HONOLULU,HI,96821,541613,SOLE PROPRIETORSHIP,,UNANSWERED,MALE OWNED,Non-Veteran,1,05/15/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
45400,HONOLULU,HI,96817,453110,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,7,04/09/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
34000,KIHEI,HI,96753,721199,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,06/12/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
129500,WAILUKU,HI,96793,711310,PROFESSIONAL ASSOCIATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/05/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
25910.15,LIHUE,HI,96766,541110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Bank of Alma,Bank of Alma,,,HI-02
27500,KAILUA KONA,HI,96734,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/12/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
9700,VOLCANO,HI,96785,621399,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
3100,HONOLULU,HI,96818,485310,SELF-EMPLOYED INDIVIDUALS,,ASIAN,MALE OWNED,Non-Veteran,1,2020-04-30,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
17500,AIEA,HI,96701,524210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
13600,HONOLULU,HI,96822,522390,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
67500,HONOLULU,HI,96816,722513,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
8075,HAIKU,HI,96708,236118,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,2020-06-29,2020,WebBank,WebBank,,,HI-02
31527,MILILANI,HI,96789,237310,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
76585,HILO,HI,96720,621111,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/16/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
57900,AIEA,HI,96701,453220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,14,05/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
8440,HONOLULU,HI,96816,485320,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,0,05/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
39290,KEAAU,HI,96749,236115,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/10/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
17200,HONOLULU,HI,96825,621999,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,26,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
7100,KAPOLEI,HI,96707,621210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,04/11/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
99425,AIEA,HI,96701,238310,PARTNERSHIP,,ASIAN,UNANSWERED,Unanswered,7,06/26/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
6700,HONOLULU,HI,96822,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
7200,HONOLULU,HI,96825,541213,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
85612,HAUULA,HI,96717,722513,CORPORATION,,WHITE,MALE OWNED,Non-Veteran,,04/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
92200,HONOLULU,HI,96817,811420,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,7,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
38000,HILO,HI,96720,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
27790,HONOLULU,HI,96837,532490,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
14000,WAILUKU,HI,96793,561510,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
12583,LAWAI,HI,96765,531311,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/04/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
42880,KAPOLEI,HI,96707,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,8,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
13500,KAILUA KONA,HI,96740,451110,LIMITED LIABILITY PARTNERSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
136100,HONOLULU,HI,96815,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/06/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
69100,HONOLULU,HI,96818,339999,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,14,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
108400,LAHAINA,HI,96761,453920,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,04/10/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
32500,KURTISTOWN,HI,96760,562991,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,06/24/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
20100,MILILANI,HI,96789,541213,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
39650,HONOLULU,HI,96825,812910,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,7,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
4300,HONOLULU,HI,96821,541921,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
13400,KAILUA KONA,HI,96734,531210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
43112.5,HONOLULU,HI,96816,812310,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,15,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
15000,KAPOLEI,HI,96709,812199,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,42,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
4300,LIHUE,HI,96766,722515,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
5000,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,16,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
18912,AIEA,HI,96701,531120,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/01/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
3400,HONOLULU,HI,96815,812990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,14,04/03/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
44385,KAHULUI,HI,96732,423990,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,9,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
6000,HONOLULU,HI,96818,812111,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,0,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
27500,LAHAINA,HI,96761,453220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,04/04/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
117100,HONOLULU,HI,96819,488410,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,20,05/01/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
1000,HONOLULU,HI,96817,485310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,0,05/23/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
27010,KANEOHE,HI,96744,423940,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,05/15/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
62992,HONOLULU,HI,96815,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,21,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
1085,PAHOA,HI,96778,445110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,05/08/2020,2020,CU Hawaii FCU,CU Hawaii FCU,,,HI-02
30785,HONOLULU,HI,96821,111421,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
31500,WAILUKU,HI,96793,541110,PARTNERSHIP,,UNANSWERED,UNANSWERED,Unanswered,4,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
10325,KIHEI,HI,96753,541921,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/01/2020,2020,WebBank,WebBank,,,HI-02
63800,LAHAINA,HI,96761,812990,LIMITED LIABILITY COMPANY(LLC),,WHITE,MALE OWNED,Non-Veteran,8,04/10/2020,2020,City National Bank,City National Bank,,,HI-02
30000,LAHAINA,HI,96761,722515,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,05/01/2020,2020,WebBank,WebBank,,,HI-02
